,alcohol,residual sugar,fixed acidity,pH,free sulfur dioxide,quality
2207,11.3,3.9,6.6,3.15,36.0,0
2208,11.4,2.0,7.1,3.19,13.0,0
2209,12.2,1.5,7.0,3.17,24.0,0
2210,9.9,1.6,7.4,3.18,53.0,0
2211,10.3,1.4,6.9,3.63,35.0,0
2212,12.2,1.5,7.0,3.17,24.0,0
2213,10.4,1.4,7.4,3.52,23.0,0
2214,11.4,2.0,7.1,3.19,13.0,0
2215,9.9,13.8,8.5,3.13,32.0,0
2216,10.0,1.3,7.8,3.32,16.0,0
2217,11.5,3.8,8.1,3.21,18.0,0
2218,10.5,6.9,7.7,3.44,29.0,0
2219,12.5,2.2,6.5,3.28,36.0,0
2220,10.5,1.6,7.0,2.98,40.0,0
2221,9.9,13.8,8.5,3.13,32.0,0
2222,11.4,10.8,8.0,3.06,25.0,0
2223,9.8,12.8,6.9,3.42,44.0,0
2224,11.4,10.8,8.0,3.06,25.0,0
2225,9.2,15.3,7.6,3.03,32.0,0
2226,8.9,12.1,7.7,3.08,60.0,0
2227,8.9,12.0,7.7,3.07,64.0,0
2228,9.5,11.6,7.1,2.92,45.0,0
2229,11.5,9.2,6.9,3.21,42.0,0
2230,9.5,11.6,7.1,2.92,45.0,0
2231,11.5,9.2,6.9,3.21,42.0,0
2232,9.5,2.8,8.4,2.96,16.0,0
2233,9.7,1.6,6.5,3.35,10.0,0
2234,9.7,6.1,7.2,3.17,20.0,0
2235,9.5,8.5,6.9,3.32,10.0,0
2236,9.4,7.8,7.1,3.16,48.0,0
2237,9.0,14.9,6.4,3.13,37.0,0
2238,10.6,6.2,6.1,3.6,39.0,0
2239,9.5,8.5,6.9,3.32,10.0,0
2240,9.1,8.2,7.2,3.16,41.0,0
2241,9.4,7.8,7.1,3.16,48.0,0
2242,8.8,10.6,6.1,3.05,49.0,0
2243,10.4,11.2,6.7,3.54,52.0,0
2244,8.9,11.6,7.0,3.13,35.0,0
2245,10.6,7.1,7.5,3.16,28.0,0
2246,9.0,14.9,6.4,3.13,37.0,0
2247,10.6,6.2,6.1,3.6,39.0,0
2248,10.6,1.7,7.4,3.28,16.0,0
2249,9.0,7.7,6.3,3.23,45.0,0
2250,8.8,17.3,9.2,3.08,46.0,0
2251,10.5,1.4,7.4,3.54,34.0,0
2252,9.5,7.7,7.2,3.16,51.0,0
2253,9.0,7.7,6.3,3.23,45.0,0
2254,10.4,3.4,6.2,3.14,47.0,0
2255,10.0,1.6,7.3,3.38,35.0,0
2256,10.4,1.4,7.1,2.97,24.0,0
2257,9.0,1.4,7.2,3.11,34.0,0
2258,9.3,10.4,7.6,3.24,57.0,0
2259,9.0,1.4,7.2,3.11,34.0,0
2260,9.3,10.4,7.6,3.24,57.0,0
2261,9.0,4.1,6.5,3.18,20.0,0
2262,11.5,2.8,8.5,3.06,11.0,0
2263,9.0,15.7,6.9,3.11,49.0,0
2264,10.4,10.9,6.6,3.52,53.0,0
2265,9.0,15.7,6.9,3.11,49.0,0
2266,10.6,6.5,9.4,3.08,20.0,0
2267,10.4,10.9,6.6,3.52,53.0,0
2268,8.5,5.9,6.3,3.47,35.0,0
2269,9.3,17.3,8.5,3.07,47.0,0
2270,10.5,1.4,7.3,3.53,41.0,0
2271,9.9,13.5,6.7,3.39,50.0,0
2272,10.4,8.5,6.2,3.4,28.0,0
2273,10.1,6.2,6.1,3.35,10.0,0
2274,10.5,1.4,7.3,3.53,41.0,0
2275,9.2,14.95,7.5,3.04,47.0,0
2276,9.4,7.7,6.7,3.17,57.0,0
2277,10.6,1.3,7.4,3.53,25.0,0
2278,9.4,7.7,6.7,3.17,57.0,0
2279,8.7,1.3,7.1,3.08,45.0,0
2280,10.2,1.3,6.4,3.61,20.0,0
2281,10.3,1.3,6.3,3.61,18.0,0
2282,9.5,15.6,7.4,3.06,67.0,0
2283,9.5,15.6,7.4,3.06,67.0,0
2284,9.5,15.6,7.4,3.06,67.0,0
2285,9.5,15.6,7.4,3.06,67.0,0
2286,9.4,4.9,6.6,3.17,47.0,0
2287,9.4,5.0,6.7,3.17,49.0,0
2288,9.5,15.6,7.4,3.06,67.0,0
2289,12.6,6.5,7.3,3.16,26.0,0
2290,10.5,1.4,7.4,3.52,21.0,0
2291,10.8,2.7,8.6,3.1,38.0,0
2292,9.9,1.2,6.5,3.18,39.0,0
2293,12.6,6.5,7.3,3.16,26.0,0
2294,12.2,6.4,7.0,3.38,38.0,0
2295,10.0,6.9,7.5,3.23,62.0,0
2296,10.6,7.2,6.9,3.29,47.0,0
2297,9.5,10.6,6.5,3.24,66.0,0
2298,12.8,3.5,6.3,3.34,23.0,1
2299,12.2,6.4,7.0,3.38,38.0,0
2300,12.6,2.3,7.3,3.34,28.0,0
2301,9.4,12.05,6.6,3.45,25.0,0
2302,9.0,7.0,6.0,3.21,50.0,0
2303,9.1,11.8,6.9,3.23,26.0,0
2304,9.4,1.4,7.5,3.06,15.0,0
2305,12.2,5.0,7.0,3.33,40.0,0
2306,10.0,2.2,5.6,3.21,18.0,0
2307,9.2,14.6,6.8,2.93,34.0,0
2308,9.3,1.6,9.4,3.11,36.0,0
2309,9.8,1.3,8.1,3.14,11.0,0
2310,9.2,14.6,6.8,2.93,34.0,0
2311,12.0,2.8,7.0,3.34,44.0,0
2312,9.3,1.6,9.4,3.11,36.0,0
2313,12.6,3.3,6.8,3.33,15.0,0
2314,12.2,6.3,7.0,3.31,42.0,0
2315,11.0,8.1,7.7,3.4,49.0,0
2316,12.0,1.6,7.4,3.25,34.0,0
2317,8.8,10.6,7.5,3.16,51.0,0
2318,8.9,11.8,7.5,3.17,58.0,0
2319,12.7,1.7,6.6,3.59,39.0,0
2320,11.8,8.1,8.0,3.1,42.0,0
2321,10.2,1.4,4.6,3.79,11.0,0
2322,9.9,1.3,6.1,3.24,23.0,0
2323,11.1,1.8,7.6,3.35,42.0,0
2324,9.4,7.2,6.9,3.22,54.0,0
2325,9.7,1.1,7.0,3.13,7.0,0
2326,9.7,11.95,6.9,3.11,22.0,0
2327,9.7,1.1,7.0,3.13,7.0,0
2328,9.7,11.95,6.9,3.11,22.0,0
2329,9.8,2.2,7.6,3.19,29.0,0
2330,9.3,12.7,7.5,3.25,25.0,0
2331,10.5,1.4,7.5,2.95,31.0,0
2332,9.3,10.6,6.3,3.47,38.0,0
2333,12.6,1.9,6.8,3.45,64.0,1
2334,8.9,17.8,7.5,3.44,128.0,0
2335,10.3,10.2,8.3,3.18,50.0,0
2336,10.6,4.8,6.8,3.29,110.0,0
2337,9.0,9.8,6.5,3.15,61.0,0
2338,9.7,8.4,7.2,3.48,40.0,0
2339,9.5,7.2,7.0,3.22,21.0,0
2340,10.3,4.8,7.7,3.49,27.0,0
2341,9.7,8.4,7.2,3.48,40.0,0
2342,12.3,4.5,7.7,3.21,27.0,1
2343,10.5,1.4,6.7,3.4,39.0,0
2344,9.5,7.2,7.0,3.22,21.0,0
2345,10.0,11.0,8.1,3.11,41.0,0
2346,8.8,11.1,7.7,3.08,58.0,0
2347,10.9,2.6,7.5,3.0,24.0,0
2348,12.2,2.0,8.3,2.95,14.0,0
2349,9.5,10.1,7.9,3.06,19.0,0
2350,10.0,13.3,7.9,3.47,46.0,0
2351,9.6,11.4,7.9,3.11,53.0,0
2352,8.7,1.3,6.1,3.13,36.0,0
2353,10.7,1.4,7.0,3.39,46.0,0
2354,11.1,1.4,6.5,3.43,26.0,0
2355,12.5,7.0,7.6,3.25,14.0,0
2356,10.4,2.0,7.1,3.3,29.0,0
2357,11.5,1.2,8.9,3.2,20.0,0
2358,9.4,12.9,7.4,3.05,60.0,0
2359,9.3,5.0,6.0,3.03,17.0,0
2360,10.1,10.1,8.1,3.17,30.0,0
2361,9.7,3.75,8.2,3.28,14.0,0
2362,10.5,1.7,6.5,3.49,39.0,0
2363,9.7,12.6,6.7,3.42,44.0,0
2364,9.2,1.3,6.6,3.59,42.5,0
2365,9.8,1.6,7.6,3.19,24.0,0
2366,9.0,7.6,7.4,3.12,40.0,0
2367,9.1,8.1,7.2,3.15,40.0,0
2368,10.4,14.9,7.4,3.25,70.0,0
2369,10.7,6.0,6.1,3.68,29.0,0
2370,10.5,6.0,6.3,3.59,25.0,0
2371,9.2,7.2,6.2,3.21,47.0,0
2372,11.5,3.0,6.0,3.28,5.0,0
2373,10.4,1.2,7.6,3.05,5.0,0
2374,12.0,2.0,7.2,3.3,43.0,0
2375,12.2,4.9,7.0,3.38,41.0,0
2376,12.0,2.0,7.2,3.3,43.0,0
2377,9.8,8.9,7.0,3.29,24.0,0
2378,9.3,16.45,9.4,3.1,52.5,0
2379,9.6,2.0,6.4,3.49,21.0,0
2380,9.5,1.9,6.4,3.49,21.0,0
2381,10.2,5.1,7.0,3.5,37.0,0
2382,10.4,4.4,6.9,3.24,14.0,1
2383,11.0,5.8,6.7,3.28,26.0,0
2384,10.4,4.4,6.9,3.24,14.0,1
2385,8.7,12.9,7.6,3.05,56.0,0
2386,9.9,1.3,6.9,3.29,24.0,0
2387,9.9,1.3,6.9,3.29,24.0,0
2388,11.3,1.2,7.6,3.06,7.0,0
2389,12.0,2.7,6.8,3.38,28.0,1
2390,10.7,1.7,7.0,3.43,34.0,1
2391,10.1,8.2,6.5,3.13,32.0,0
2392,9.6,1.5,6.4,3.25,42.0,0
2393,9.6,1.5,6.4,3.25,43.0,0
2394,8.7,12.9,6.3,3.29,58.0,0
2395,10.3,3.9,7.0,3.54,28.0,0
2396,9.1,17.75,8.4,2.98,25.0,0
2397,11.8,4.9,6.5,3.17,13.0,0
2398,11.9,1.6,8.0,3.15,26.0,0
2399,10.3,1.4,6.1,3.66,17.0,0
2400,10.0,2.0,9.2,3.09,16.0,0
2401,10.2,2.0,9.2,3.1,18.0,0
2402,10.0,8.2,8.0,3.12,72.0,0
2403,12.7,2.1,8.8,2.96,19.0,0
2404,9.6,1.8,9.8,3.04,23.0,0
2405,9.5,8.5,6.6,3.16,59.0,0
2406,12.7,4.45,7.9,3.17,23.0,0
2407,11.0,5.8,7.6,3.34,23.0,0
2408,9.1,13.0,7.5,3.1,44.0,0
2409,10.2,2.7,7.1,3.35,23.0,0
2410,10.1,7.3,7.0,3.38,30.0,0
2411,9.2,19.1,8.0,3.05,50.0,0
2412,9.4,8.8,6.3,3.47,50.0,0
2413,10.2,2.7,7.1,3.35,23.0,0
2414,9.2,7.4,6.2,3.53,28.0,0
2415,10.0,2.3,8.2,2.98,23.0,0
2416,10.1,6.85,7.0,3.38,30.0,0
2417,9.0,11.4,7.3,3.15,45.0,0
2418,9.5,0.9,6.3,3.16,25.0,0
2419,9.1,19.35,6.1,3.39,67.0,0
2420,13.3,7.9,8.1,3.05,23.0,0
2421,9.5,11.75,6.8,3.26,53.0,0
2422,9.2,7.7,6.2,3.56,28.0,0
2423,10.1,3.0,7.2,3.36,17.0,0
2424,9.2,7.7,6.2,3.56,28.0,0
2425,10.1,3.0,7.2,3.36,17.0,0
2426,11.2,1.5,7.3,3.27,32.0,0
2427,9.8,7.5,8.1,3.14,70.0,0
2428,11.2,1.5,7.3,3.27,32.0,0
2429,9.8,7.5,8.1,3.14,70.0,0
2430,9.4,8.3,6.4,3.22,61.0,0
2431,9.0,7.05,6.3,3.23,50.0,0
2432,9.4,8.4,6.4,3.21,60.0,0
2433,8.9,13.9,7.4,3.11,63.0,0
2434,9.1,17.5,8.3,3.02,48.0,0
2435,9.8,5.6,6.4,3.17,9.0,0
2436,9.4,9.4,6.9,3.17,29.0,0
2437,10.0,4.8,8.0,3.13,34.0,0
2438,9.4,9.4,6.9,3.17,29.0,0
2439,9.9,9.7,7.3,3.48,36.0,0
2440,10.0,6.3,6.8,3.14,49.0,0
2441,11.5,1.6,7.2,3.17,13.0,0
2442,9.2,14.6,7.6,3.0,32.0,0
2443,10.0,2.5,6.6,3.15,40.0,0
2444,9.2,14.6,7.6,3.0,32.0,0
2445,10.0,2.6,6.6,3.15,40.5,0
2446,10.0,2.5,6.6,3.15,40.0,0
2447,9.8,8.2,6.5,3.43,21.0,0
2448,10.5,1.5,6.6,3.36,19.0,0
2449,10.6,2.3,6.7,3.45,61.0,0
2450,9.4,10.0,6.6,3.28,38.0,0
2451,9.4,10.0,6.6,3.28,38.0,0
2452,11.0,1.6,7.3,3.38,35.0,0
2453,10.8,1.6,6.3,3.53,36.0,0
2454,9.0,16.0,7.1,3.3,58.0,0
2455,9.6,10.4,7.8,3.07,47.0,0
2456,10.6,7.4,8.1,3.19,36.0,0
2457,10.6,7.4,8.1,3.19,36.0,0
2458,9.6,10.4,7.8,3.07,47.0,0
2459,9.2,16.05,6.6,3.08,31.0,0
2460,9.2,16.05,6.6,3.08,31.0,0
2461,9.5,2.6,8.2,2.89,11.0,0
2462,9.5,2.5,8.3,2.89,12.0,0
2463,10.3,10.8,7.0,3.47,37.0,0
2464,8.8,1.2,6.0,3.08,35.0,0
2465,8.7,12.1,7.5,2.98,53.0,0
2466,8.7,11.95,7.5,2.98,51.0,0
2467,10.2,1.7,7.0,3.2,27.0,0
2468,10.1,0.8,5.2,3.25,26.0,0
2469,9.5,1.4,6.8,3.21,29.0,0
2470,9.5,1.3,7.6,3.1,34.0,0
2471,11.6,6.3,5.6,3.54,23.0,0
2472,10.7,10.3,8.8,3.13,12.0,0
2473,10.1,15.55,6.0,3.11,20.0,0
2474,11.1,1.5,6.1,3.32,17.0,0
2475,9.8,1.5,7.4,3.22,19.0,0
2476,9.0,1.4,6.8,3.08,52.0,0
2477,11.1,1.5,6.1,3.32,17.0,0
2478,9.5,7.9,6.3,3.19,58.0,0
2479,9.4,13.0,6.6,3.37,18.0,0
2480,10.2,1.0,6.8,3.24,22.0,0
2481,9.8,4.85,6.4,3.1,39.5,0
2482,9.5,7.1,6.2,3.19,54.0,0
2483,9.5,7.9,6.3,3.19,58.0,0
2484,9.0,7.5,6.4,3.17,55.0,0
2485,10.1,7.6,8.0,3.1,61.0,0
2486,8.8,10.3,6.7,3.02,37.0,0
2487,11.9,1.7,7.9,2.97,25.0,0
2488,11.9,1.7,7.9,2.97,25.0,0
2489,9.3,19.95,6.1,3.19,32.0,0
2490,10.0,7.7,7.7,3.33,11.0,0
2491,9.5,5.3,6.0,3.21,49.0,0
2492,9.3,19.95,6.1,3.19,32.0,0
2493,9.7,12.7,7.6,3.16,20.0,0
2494,9.7,12.7,7.6,3.16,20.0,0
2495,10.2,1.5,6.3,3.19,45.0,0
2496,10.8,11.3,8.6,3.11,13.0,0
2497,8.8,18.1,6.8,3.27,32.0,0
2498,8.8,18.1,6.8,3.27,32.0,0
2499,11.4,7.0,6.9,3.32,37.0,0
2500,8.8,18.1,6.8,3.27,32.0,0
2501,9.8,6.4,6.4,3.14,39.0,0
2502,9.4,1.4,8.6,3.17,11.0,0
2503,9.4,1.4,8.6,3.17,11.0,0
2504,9.4,3.1,8.5,3.21,54.0,0
2505,9.4,14.1,7.4,3.2,37.0,0
2506,9.7,7.7,6.6,3.22,63.0,0
2507,12.3,5.2,7.1,3.35,36.0,0
2508,9.8,11.6,6.6,3.33,45.0,0
2509,9.0,10.4,8.0,3.12,18.0,0
2510,9.2,7.5,6.2,3.26,46.0,0
2511,9.4,11.2,6.2,3.19,68.0,0
2512,9.9,0.8,5.6,3.28,20.0,0
2513,9.8,1.4,6.9,3.07,13.0,0
2514,12.3,4.7,6.9,3.36,34.0,0
2515,11.9,3.1,7.1,3.02,15.0,0
2516,10.2,4.0,7.1,3.27,33.0,0
2517,9.5,11.3,7.3,3.14,61.0,0
2518,11.9,3.1,7.1,3.02,15.0,0
2519,9.2,8.1,6.3,3.24,67.0,0
2520,9.7,14.8,7.5,3.18,28.0,0
2521,11.5,1.4,6.5,3.36,35.0,0
2522,10.4,8.1,7.3,3.17,32.0,1
2523,11.6,3.5,8.2,3.22,41.0,0
2524,9.7,14.8,7.5,3.18,28.0,0
2525,10.4,8.1,7.3,3.17,32.0,1
2526,11.5,1.4,6.5,3.36,35.0,0
2527,10.2,1.5,7.3,3.27,29.0,0
2528,9.8,1.5,6.4,3.38,27.0,0
2529,9.0,12.8,6.6,3.24,26.0,0
2530,10.5,1.6,5.8,3.38,57.0,0
2531,9.4,7.1,6.7,3.16,8.0,0
2532,9.4,7.1,6.7,3.16,8.0,0
2533,10.8,11.2,6.4,3.21,53.0,0
2534,10.7,1.7,6.8,3.17,19.0,0
2535,10.6,6.7,9.0,3.08,21.0,0
2536,9.2,17.3,6.5,3.15,15.0,0
2537,9.5,8.6,5.9,3.28,30.0,0
2538,9.5,8.6,5.9,3.28,30.0,0
2539,10.0,1.5,6.2,3.41,20.0,0
2540,10.6,12.1,9.0,3.13,34.0,0
2541,10.6,6.7,9.0,3.08,21.0,0
2542,10.6,10.7,8.9,3.13,19.5,0
2543,9.2,17.3,6.5,3.15,15.0,0
2544,11.0,1.8,6.9,3.24,28.0,0
2545,11.2,1.4,7.2,3.25,17.0,0
2546,9.6,7.5,6.7,3.32,26.0,0
2547,9.4,4.8,6.2,3.21,27.0,0
2548,9.5,7.1,6.3,3.2,62.0,0
2549,9.3,16.9,7.5,3.09,51.0,0
2550,9.4,4.8,6.2,3.21,27.0,0
2551,9.5,7.1,6.3,3.2,62.0,0
2552,9.4,11.3,6.6,3.07,8.0,0
2553,11.2,1.1,6.3,3.13,63.0,0
2554,11.2,1.2,6.4,3.14,67.0,0
2555,11.2,1.1,6.3,3.13,63.0,0
2556,8.8,12.9,7.6,3.0,54.0,0
2557,11.2,1.2,6.4,3.14,67.0,0
2558,11.2,1.1,6.3,3.13,63.0,0
2559,9.4,1.2,5.7,3.2,17.0,0
2560,11.1,2.3,6.9,3.06,11.0,0
2561,9.6,10.0,6.9,3.08,36.0,0
2562,11.1,2.3,6.9,3.06,11.0,0
2563,9.4,1.2,5.7,3.2,17.0,0
2564,10.6,1.4,6.6,2.95,28.0,0
2565,8.9,14.9,7.3,3.13,59.0,0
2566,12.3,1.8,6.9,3.15,17.0,0
2567,11.4,1.8,6.6,3.34,39.0,0
2568,9.6,7.0,6.8,3.16,60.0,0
2569,10.3,8.6,6.6,3.33,25.0,0
2570,11.4,1.8,6.6,3.34,39.0,0
2571,12.1,1.1,7.0,3.23,29.0,0
2572,9.9,1.3,7.0,3.46,10.0,0
2573,9.7,4.9,6.3,3.15,31.0,0
2574,10.5,1.9,6.8,3.18,70.0,0
2575,8.9,10.4,6.7,3.04,85.0,0
2576,9.4,10.0,6.5,3.18,74.0,0
2577,9.6,8.6,6.7,3.18,63.0,0
2578,12.6,1.7,5.8,3.4,45.0,0
2579,9.2,1.7,6.4,3.1,49.0,0
2580,10.4,18.95,7.7,3.2,36.0,0
2581,9.0,12.8,6.8,3.0,19.0,0
2582,9.0,12.8,6.8,3.0,19.0,0
2583,9.0,12.8,6.8,3.0,19.0,0
2584,9.0,12.8,6.8,3.0,19.0,0
2585,9.0,12.8,6.8,3.0,19.0,0
2586,9.0,12.8,6.8,3.0,19.0,0
2587,9.2,0.7,5.1,3.22,15.0,0
2588,9.0,12.8,6.8,3.0,19.0,0
2589,9.7,1.4,7.2,3.2,25.0,0
2590,10.1,13.3,6.9,3.34,47.0,0
2591,11.0,8.5,6.7,3.46,24.0,0
2592,10.8,1.5,7.3,3.2,32.0,0
2593,10.8,11.7,6.3,3.22,49.0,0
2594,13.5,5.0,5.4,3.48,12.0,0
2595,10.6,1.2,8.2,3.24,18.0,0
2596,9.8,2.1,7.8,3.23,28.0,0
2597,11.7,1.4,6.4,3.18,56.0,0
2598,9.8,2.1,7.8,3.23,28.0,0
2599,9.0,16.0,6.9,3.34,58.0,0
2600,11.3,1.1,6.8,3.18,51.0,0
2601,9.4,15.3,6.2,3.31,64.0,0
2602,11.7,1.4,6.4,3.18,56.0,0
2603,11.3,2.8,6.7,3.31,37.0,0
2604,11.3,2.8,6.7,3.31,37.0,0
2605,12.0,0.9,7.1,3.2,4.0,0
2606,10.6,2.5,7.2,3.48,22.0,0
2607,10.8,8.1,8.9,3.13,47.0,0
2608,10.8,8.2,7.5,3.12,53.0,0
2609,12.0,0.9,7.1,3.2,4.0,0
2610,9.4,11.1,6.3,3.18,44.0,0
2611,9.4,7.8,6.5,3.19,61.0,0
2612,11.3,2.8,6.7,3.31,37.0,0
2613,9.4,10.1,6.6,3.07,29.0,0
2614,12.0,3.2,6.15,3.39,20.0,0
2615,10.3,14.2,6.5,3.28,47.0,0
2616,10.3,14.2,6.5,3.28,47.0,0
2617,10.3,14.2,6.5,3.28,47.0,0
2618,11.3,2.9,6.6,3.22,48.0,0
2619,9.4,6.0,6.6,3.1,31.0,0
2620,8.7,20.4,6.5,3.14,40.0,0
2621,9.4,10.1,6.6,3.07,29.0,0
2622,11.3,2.9,6.6,3.22,48.0,0
2623,10.3,14.2,6.5,3.28,47.0,0
2624,12.0,3.2,6.15,3.39,20.0,0
2625,8.0,0.95,4.5,3.34,89.0,0
2626,10.4,1.7,8.0,3.44,36.0,0
2627,10.7,1.7,7.8,3.37,39.0,0
2628,10.2,9.0,7.0,3.47,42.0,0
2629,10.9,1.3,5.8,3.56,72.0,0
2630,10.5,1.4,5.9,3.3,23.0,0
2631,11.7,2.4,6.7,3.26,36.0,0
2632,8.6,16.0,6.8,3.13,61.0,0
2633,9.0,11.4,7.2,3.2,40.0,0
2634,8.7,14.35,8.7,2.96,27.0,0
2635,12.8,2.1,8.2,3.1,26.0,0
2636,9.0,11.4,7.2,3.2,40.0,0
2637,8.7,14.35,8.7,2.96,27.0,0
2638,11.8,1.1,7.5,3.28,42.0,0
2639,11.6,1.1,9.2,3.05,36.0,0
2640,11.8,1.2,7.4,3.14,28.0,0
2641,10.6,15.8,6.1,3.24,55.0,0
2642,9.7,5.2,7.6,3.17,14.0,0
2643,10.3,5.2,8.1,3.22,24.0,0
2644,10.2,9.6,7.15,3.15,56.0,0
2645,10.1,5.2,6.7,3.33,38.0,0
2646,10.9,1.2,5.7,3.7,9.0,0
2647,9.3,0.8,5.8,3.24,43.0,0
2648,10.2,14.45,6.6,3.33,29.0,0
2649,10.2,9.6,7.15,3.15,56.0,0
2650,9.5,6.9,7.0,3.11,43.0,0
2651,9.3,3.4,6.4,3.18,25.0,0
2652,12.9,2.3,7.3,3.06,45.0,0
2653,8.7,11.0,6.4,3.14,45.0,0
2654,9.4,5.95,6.9,3.4,76.0,0
2655,10.1,5.1,6.8,3.23,71.0,0
2656,10.0,5.4,7.1,3.19,60.0,0
2657,11.1,1.2,6.45,3.27,51.0,0
2658,10.3,12.6,6.5,3.26,65.0,0
2659,12.2,1.0,7.1,3.24,27.0,0
2660,9.3,6.6,6.7,3.11,35.0,0
2661,11.3,1.5,7.2,3.19,46.0,0
2662,10.8,1.0,7.0,3.04,46.0,0
2663,11.2,1.1,8.0,2.98,15.0,1
2664,12.5,6.6,6.2,3.32,36.0,0
2665,9.3,8.2,8.3,3.39,15.0,0
2666,12.9,2.0,5.9,3.4,38.0,0
2667,11.2,1.4,6.6,3.2,21.0,0
2668,12.6,2.0,9.6,3.0,21.0,0
2669,9.3,7.5,6.8,3.2,45.0,0
2670,12.9,2.0,5.9,3.4,38.0,0
2671,12.9,2.0,5.9,3.41,38.0,0
2672,9.5,13.3,7.0,3.2,46.0,0
2673,11.9,2.85,7.9,3.19,5.0,0
2674,10.3,5.6,7.2,2.93,23.0,0
2675,10.3,5.6,7.2,2.92,23.0,0
2676,11.2,1.0,7.6,3.06,33.0,0
2677,12.0,3.2,6.2,3.18,32.0,0
2678,9.6,1.0,7.1,3.13,21.0,0
2679,9.2,7.1,7.6,3.2,29.0,0
2680,12.9,2.4,8.0,3.03,52.0,0
2681,9.3,11.2,7.2,2.99,46.0,0
2682,12.1,9.5,7.6,3.1,15.0,0
2683,9.6,1.0,7.1,3.13,21.0,0
2684,11.2,1.8,6.6,3.37,35.0,0
2685,11.2,2.6,7.0,3.11,28.0,0
2686,12.9,2.4,8.0,3.03,52.0,0
2687,9.2,8.0,6.6,3.21,56.0,0
2688,9.3,11.2,7.2,2.99,46.0,0
2689,9.2,7.1,7.6,3.2,29.0,0
2690,9.3,3.3,6.9,3.18,26.0,0
2691,10.7,10.3,6.2,3.2,26.0,0
2692,9.8,1.2,6.9,3.05,20.0,0
2693,10.3,1.6,6.7,3.3,28.0,0
2694,10.7,10.3,6.2,3.2,26.0,0
2695,11.3,9.65,5.7,3.28,26.0,0
2696,8.8,16.4,6.5,3.02,36.0,0
2697,10.8,1.5,7.0,3.18,16.0,0
2698,9.8,1.2,6.9,3.05,20.0,0
2699,9.3,3.3,6.9,3.18,26.0,0
2700,11.5,5.0,6.5,3.26,15.0,0
2701,8.8,16.3,6.5,3.26,43.0,0
2702,8.8,16.3,6.5,3.26,43.0,0
2703,8.8,16.3,6.5,3.26,43.0,0
2704,9.4,6.5,6.6,3.19,68.0,0
2705,9.4,6.4,6.7,3.19,64.0,0
2706,9.6,10.2,7.5,3.16,59.0,0
2707,8.8,16.3,6.5,3.26,43.0,0
2708,9.3,7.4,6.8,3.22,56.0,0
2709,8.9,13.7,7.8,3.22,66.0,0
2710,8.9,13.7,7.8,3.22,66.0,0
2711,10.0,1.3,5.6,3.74,25.0,0
2712,9.1,7.4,6.4,3.24,47.0,0
2713,9.3,7.4,6.8,3.22,56.0,0
2714,9.4,7.45,6.8,3.2,59.0,0
2715,10.1,7.2,7.8,3.14,46.0,0
2716,8.9,13.7,7.8,3.22,66.0,0
2717,10.8,10.4,6.8,3.2,59.0,0
2718,10.0,1.1,5.2,3.24,18.0,0
2719,10.9,6.5,7.5,3.03,53.0,0
2720,12.0,4.6,7.5,3.15,29.0,0
2721,9.3,13.9,8.2,2.99,22.0,0
2722,12.3,5.2,7.6,3.22,32.0,0
2723,10.4,1.7,7.5,3.45,29.0,0
2724,10.9,6.5,7.5,3.03,53.0,0
2725,10.5,16.4,6.9,3.22,62.0,0
2726,9.8,3.6,5.3,3.41,22.0,0
2727,10.5,1.5,6.5,3.06,34.0,0
2728,9.9,12.4,6.5,3.16,86.0,0
2729,11.4,1.7,6.5,3.27,24.0,0
2730,9.2,6.2,6.8,3.18,41.0,0
2731,9.7,6.2,7.9,3.09,30.0,0
2732,10.0,2.6,7.9,3.09,13.0,0
2733,11.4,1.7,6.5,3.27,24.0,0
2734,10.3,9.3,7.1,3.13,50.0,0
2735,9.9,12.4,6.5,3.16,86.0,0
2736,10.5,1.5,6.5,3.06,34.0,0
2737,9.8,9.1,7.4,3.16,29.0,0
2738,9.3,12.0,6.9,3.19,24.0,0
2739,12.4,4.8,6.8,3.08,25.0,0
2740,9.3,12.3,6.3,3.16,54.0,0
2741,9.3,12.0,6.9,3.19,24.0,0
2742,9.5,2.7,8.0,3.26,49.0,0
2743,10.5,3.6,6.7,3.08,9.0,0
2744,10.5,3.6,6.7,3.08,9.0,0
2745,12.8,4.3,6.7,3.26,19.0,0
2746,10.8,1.8,7.0,2.99,44.0,0
2747,10.0,11.8,7.3,3.1,48.0,0
2748,11.8,1.8,5.8,3.38,96.0,1
2749,10.0,11.8,7.3,3.1,48.0,0
2750,11.8,1.8,5.8,3.38,96.0,1
2751,12.0,1.4,6.8,3.19,38.0,0
2752,12.6,6.6,7.1,3.18,15.0,0
2753,11.9,1.55,5.8,3.37,15.0,1
2754,10.6,0.7,5.9,3.13,5.0,0
2755,9.2,6.4,6.6,3.42,47.0,0
2756,10.0,11.8,8.6,3.17,42.0,0
2757,9.2,4.3,5.6,3.36,18.0,0
2758,9.3,5.1,5.8,3.36,19.0,0
2759,10.2,5.8,7.7,3.24,25.0,0
2760,10.2,5.9,7.7,3.25,25.0,0
2761,8.7,1.3,6.0,3.14,51.0,0
2762,10.7,1.4,7.3,3.24,8.0,0
2763,12.1,1.2,7.7,3.18,4.0,0
2764,9.5,7.4,7.9,3.12,58.0,0
